hotel_name,review_text,vader_compound,vader_label,sentiwordnet,afinn_score
BEACON HILL SUITES,magnificent view room bathroom new clean surroundings forest architecture incredible highly recommend simple deficiency garbage room require laundry hanger balcony require notified outer door close night breakfast quality increase breakfast quality give breakfast morning tea machine place nearby open parking lot place gravel dust none pose problem whole heartedly recommend,0.9354,positive,"{'positivity': 3.0, 'negativity': 2.125, 'objectivity': 43.875}",9.0
BEACON HILL SUITES,stay numbered room august family child room open directly garden absolutely wonderful view beautiful hotel quiet calm breakfast great cleaning enough age comfortable child batuhan beye naz pınar hanım thank interest beacon akyaka day come realize need spare time address akyaka certain,0.9763,positive,"{'positivity': 3.0, 'negativity': 1.375, 'objectivity': 30.625}",18.0
BEACON HILL SUITES,peaceful week beacon hill view valley amaze stuff friendly helpful akyaka love location quiter yet walk away village definitely back,0.9618,positive,"{'positivity': 1.75, 'negativity': 0.25, 'objectivity': 16.0}",11.0
BEACON HILL SUITES,wonderful time stay spending day akyaka road hill quite steep reward beautiful view akyaka bay staff helpful friendly although staff speak little english help translate communication could still take place quite well recommended akyaka,0.9743,positive,"{'positivity': 3.0, 'negativity': 1.625, 'objectivity': 24.375}",17.0
BEACON HILL SUITES,friendly welcome hotel stuff room super clean nice facility also breakfast typical turkish view room amazing,0.9607,positive,"{'positivity': 0.5, 'negativity': 0.25, 'objectivity': 15.25}",16.0
BEACON HILL SUITES,clean stuff friendly view wonderful,0.8625,positive,"{'positivity': 0.875, 'negativity': 0.0, 'objectivity': 4.125}",8.0
BEACON HILL SUITES,best friend,0.8126,positive,"{'positivity': 0.375, 'negativity': 0.0, 'objectivity': 1.625}",4.0
Kiraz Cicegi Butik Otel Akyaka,room stay spacious kitchen behind closed door room wake sound kitchen morning like room clean headboard dampness wall put head disturb pillow place decoration dirty dampness bathroom location central street noisy breakfast give calculate separately per person per child mediocre staff friendly would think come,0.2732,positive,"{'positivity': 1.097, 'negativity': 2.278, 'objectivity': 38.625}",2.0
Kiraz Cicegi Butik Otel Akyaka,room stay small minibar small minibar wardrobe manager hotel friendly lady take care breakfast presentation great variety sufficient like heavy breakfast room small minibar wardrobe deserve end star smell incense day long like spirit hotel,0.9451,positive,"{'positivity': 1.625, 'negativity': 1.25, 'objectivity': 32.125}",10.0
Kiraz Cicegi Butik Otel Akyaka,give first star owner contact directly talk problem thought raise score star thoughtful kind behavior hotel locate center akyaka close beach close bus stop restaurant cafe bar around room clean bed comfortable room stay small long stay room big know problem administrative consultation authorize reception desk unfortunately difficulty enter leave difficulty leave hotel without able hand key forget get internet password come mind night could find authorized person call owner midnight,-0.6935,negative,"{'positivity': 4.875, 'negativity': 4.625, 'objectivity': 58.5}",1.0
Kiraz Cicegi Butik Otel Akyaka,cute boutique hotel room locate central location akyaka close desired activity owner business melis humble person would like thank separately modesty would like talk little bit hotel design energy really impressive energy full energy couple visit room know stay hotel soon enter hotel would like thank gamze welcome soon enter hotel welcome smile face positive energy hotel breakfast morning hotel mother hand touch breakfast make home breakfast nice breakfast variety breakfast nice thank cherry blossom cheer holiday choose vacation peace mind,0.9952,positive,"{'positivity': 4.625, 'negativity': 1.375, 'objectivity': 69.0}",38.0
Kiraz Cicegi Butik Otel Akyaka,wife nice vacation shadow room clean cute blue pink room family room room stay room person especially daughter work business interest interest daughter gamze priceless especially mention really animal friendly hotel akyaka akyaka cute place go see akyaka course cherry blossom boutique hotel recommend hotel owner melis thank interest mother hotel owner melis thank everything,0.9826,positive,"{'positivity': 2.0, 'negativity': 0.75, 'objectivity': 45.25}",20.0
Kiraz Cicegi Butik Otel Akyaka,expectation place read many enthusiastic review unfortunately stay night disappoint owner kind meet need arrive late evening give discount full price room euro breakfast cash even discount room totally overprice small could not open luggage floor bed noisy door shower break breakfast obtain clock small extra pay coffee never heard hard find park sorry can not recommend,-0.1813,negative,"{'positivity': 3.125, 'negativity': 5.0, 'objectivity': 47.875}",1.0
Kiraz Cicegi Butik Otel Akyaka,room stay large since kitchen behind closed door room wake sound kitchen morning like cleanliness room headboard dampness wall lay head disturb pillow place decoration purpose dirty humidity bathroom location central street noisy breakfast pay per person calculate separately child mediocre staff good friendly would not consider come,0.2263,positive,"{'positivity': 2.097, 'negativity': 2.903, 'objectivity': 40.0}",1.0
Kiraz Cicegi Butik Otel Akyaka,room stay quite small minibar wardrobe hanger manager hotel care friendly lady take great care breakfast presentation great variety small sufficient not like heavy breakfast anyway room not small minibar wardrobe would deserve star also really like smell incense throughout day hotel soul,0.9391,positive,"{'positivity': 1.875, 'negativity': 2.75, 'objectivity': 37.375}",14.0
Kiraz Cicegi Butik Otel Akyaka,originally give one star owner contact directly talk problem thoughtful kind behavior think raise score star hotel center akyaka close beach bus stop many restaurant cafe bar around room clean bed comfortable however room stay small can not use long period time maybe room big not know problem administrative unfortunately authorize person reception information desk consult difficulty enter leave left hotel without even hand key run away forgot get internet password remember night could not find official call business owner middle night,-0.3022,negative,"{'positivity': 4.75, 'negativity': 6.625, 'objectivity': 67.625}",2.0
Kiraz Cicegi Butik Otel Akyaka,cute boutique hotel room locate center akyaka close every activity want owner business melis care humble person would like thank modesty would like talk little hotel design energy really impressive know personally visited room stay energetic couple would also like say follow would like thank gamze welcome soon entered hotel soon enter hotel greet smile face positive energy hotel breakfast serve morning like hotel like mother hand say nice breakfast like breakfast home lot variety would like thank cherry blossom make holiday little joyful choose holiday peace mind,0.9966,positive,"{'positivity': 5.375, 'negativity': 2.375, 'objectivity': 72.25}",48.0
Merve Han Residence Hotel,book standard room night date facility hotel call hotel early morning due possibility arrive hotel early next day ask supportive early check go facility help child stand desk entrance look face welcome take breakfast take breakfast charge extra fee guest next day day arrival leave hotel leave suitcase hotel arrive hotel around even day wait suitcase take room person entrusted reception take basement floor windowless room balcony overlook kitchen room relate image website room filth water kitchen counter glass socket remove wall dangled water fountain kitchen faucet moldy bathroom fountain broken salty water flow fountain demand refund say want stay shower room brunette youth stand reception say authority hotel leave could find interlocutor whole hotel hotel manager hotel find interlocutor zero hygiene zero hygiene wake disgust smell oil filling room morning room kitchen call agency say could help within hour receptionist hotel say empty room price difference could change room spend day hotel could find place different hotel spend day hotel think health stay facility think health force stay dirty room victimize fact empty room want holiday poison go facility disgrace money,-0.8689,negative,"{'positivity': 11.5, 'negativity': 4.875, 'objectivity': 160.625}",-8.0
Merve Han Residence Hotel,hotel general expectation location within walk distance river azmak use pool bar day even pool bar use room clean daily addition term breakfast keep expectation low unfortunately satisfy,0.296,positive,"{'positivity': 0.5, 'negativity': 0.875, 'objectivity': 25.625}",2.0
Merve Han Residence Hotel,get cold akyaka go see azmak river aegean tour hotel filth unfortunately make comment let let people fooled photo internet architecture beautiful foot azmak river within walk distance beach akyaka bougainvillea garden wonderful bougainvillea garden wonderful positive aspect write heavy smell cigarette enter room toilet seat yellow urine use wash long time disgust not know whether long hair pillow bedroom fell customer person wear sheath not know bed bad wake back pain light burn salt water flow tap look breakfast variety hygiene terrible not understand keep architecture dirty,0.1406,positive,"{'positivity': 6.375, 'negativity': 8.75, 'objectivity': 67.875}",-2.0
Merve Han Residence Hotel,stay water flow faucet soda azmak water think location salty garden nice location garden nice employee respectful tap bathroom moldy bathroom wipe arrived sink clean hair sink floor unfortunately class cleaning water flow tap cabin shower cabin dislocate left mi see say fix downstairs heavy chemical odor room fortunately floor attendant use room shortcut room come garden come door downstairs lock balcony door,0.836,positive,"{'positivity': 2.125, 'negativity': 1.75, 'objectivity': 58.125}",10.0
Merve Han Residence Hotel,comment give bed breakfast per person compare hotel per person take account pity money pour star hotel belek see beautiful comfortable place price breakfast minimum sufficient room spacious enough pool large enough pool large akyaka pension garden beautiful thank dedication employee busy period august daily holiday room deliver within hour service provide evaluation evaluated price pay thank merve han family,0.9451,positive,"{'positivity': 3.75, 'negativity': 2.75, 'objectivity': 48.5}",12.0
Merve Han Residence Hotel,avoid hotel look fine outside horrendous inside service bad one seem care actually satisfy breakfast literally bad turkey enjoy one boil egg two cheese slice room poorly cleaned water tea kettle make kitchenette absolutely nothing even single cup glass could go,-0.4215,negative,"{'positivity': 2.5, 'negativity': 4.25, 'objectivity': 33.25}",-6.0
Merve Han Residence Hotel,good design staff quite friendly pool clean room cool good food taste cool show behavior turkish hospitality room kitchen could cook feel quite good state hotel good day,0.9668,positive,"{'positivity': 3.25, 'negativity': 2.0, 'objectivity': 21.75}",18.0
Merve Han Residence Hotel,absolutely shock not know describe experience hospitality never see anything like room freeze cold look like one touch since place open bin leave full pervious guest toilet disgust staff quite friendly look like hygiene breakfast class dirty plate smell disgust egg know mean knife bunch dirt pervious service way,-0.9504,negative,"{'positivity': 3.875, 'negativity': 4.375, 'objectivity': 38.75}",-5.0
Merve Han Residence Hotel,family friendly staff helpful restaurant good akyaka even well double room small cleaning amenity need improve towel stain amenity bathroom strange smell,0.9022,positive,"{'positivity': 3.0, 'negativity': 1.0, 'objectivity': 17.0}",8.0
Merve Han Residence Hotel,family friendly hotel good facility pool sauna child playground restaurant double room small family room good size breakfast rich delicious room amenity cleaning improve,0.9595,positive,"{'positivity': 2.25, 'negativity': 0.375, 'objectivity': 21.375}",15.0
XOX Apart Hotel,stayed apartment stay clean place ever stay life interior wellkept furniture new kitchen new balcony nice sea forest view balcony operator easy communicate polite help kind need winter fireplace,0.926,positive,"{'positivity': 2.5, 'negativity': 0.375, 'objectivity': 25.125}",12.0
XOX Apart Hotel,satisfied stay march vacation baby kitchen great advantage baby equipment kitchen available kitchen dishwasher tablet stay top floor fireplace coincide rainy period go fireplace use fireplace weather cool wood put day accommodation insufficient opinion like daily wood balcony view beautiful airy room clean baby clean baby clean important disadvantage baby choose top floor difficult go upstairs child item thank,0.975,positive,"{'positivity': 4.375, 'negativity': 3.875, 'objectivity': 50.75}",21.0
XOX Apart Hotel,akyakayı live wonderful hotel accommodation rest issue home solve issue comfort comfort interest apartment thank ibrahim bey ceren hanım thought reception reception enters greet leave location super xox hotel akyakayı set away like without think preference without think clear recommendation goodbye,0.9653,positive,"{'positivity': 3.75, 'negativity': 1.0, 'objectivity': 29.25}",18.0
XOX Apart Hotel,stay day would definitely recommend want stay long time design way look like comfort home think fine detail importantly clean,0.936,positive,"{'positivity': 0.75, 'negativity': 1.375, 'objectivity': 16.875}",11.0
XOX Apart Hotel,guest xox apart hotel may june stayed hotel akyaka owner hotel ibrahim ceren help matter kindness staff meticulousness clean hygiene smile face comfort room comfort room make feel home definitely recommend anyone want akyaka,0.9612,positive,"{'positivity': 3.625, 'negativity': 2.125, 'objectivity': 23.25}",16.0
XOX Apart Hotel,large clean apartment mountain sea view good communication owner really friendly check mid stay clean fresh towel unexpected welcome quality appliance well equip nicely situate supermarket excellent coffee shop free car park opposite plenty local restaurant bakery green grocery nearby weve fall love akyaka definitely return would definitely recommend xox apartment,0.99,positive,"{'positivity': 4.75, 'negativity': 1.5, 'objectivity': 40.75}",23.0
XOX Apart Hotel,awesome apartment wonderful rare find apartment spacious everything work good shape convenient location view good cleaning superb extra midway clean amazing host great welcoming people good see place like owner hold high standard winter comfortable warm,0.9911,positive,"{'positivity': 6.0, 'negativity': 1.375, 'objectivity': 27.625}",37.0
XOX Apart Hotel,fantastic two bedroom apartment bathroom toilet kitchen fully equipped common area large light comfortable happy choice,0.891,positive,"{'positivity': 1.25, 'negativity': 0.75, 'objectivity': 14.0}",9.0
XOX Apart Hotel,stayed night group bedroom apartment room decent bed comfy hotel locate central spot supermarket bank nearby room air condition decent size kitchen available cooking well good accommodation,0.6124,positive,"{'positivity': 3.25, 'negativity': 1.125, 'objectivity': 22.625}",3.0
XOX Apart Hotel,friendly helpful staff apartment equipment need house top cleaning perfect stay really pleasant,0.9336,positive,"{'positivity': 1.75, 'negativity': 0.25, 'objectivity': 11.0}",12.0
Tuna Otel Rezidans,stay overnight july air condition break night sleep bath room business respond wait morning technical team front hotel blare halay music play front hotel business warn would recommend,0.5423,positive,"{'positivity': 0.0, 'negativity': 0.875, 'objectivity': 25.125}",0.0
Tuna Otel Rezidans,preferred stay hotel holiday room nice clean spacious time furniture new breakfast sufficient recommend hotel satisfy,0.9136,positive,"{'positivity': 1.875, 'negativity': 0.875, 'objectivity': 13.25}",8.0
Tuna Otel Rezidans,mitra tour hotel come hotel literally business travel car individual offer nice facility since opportunity hotel region country duty basis hotel good term price performance quality definitely recommend read article stay hotel pray,0.9325,positive,"{'positivity': 2.0, 'negativity': 0.125, 'objectivity': 29.875}",13.0
Tuna Otel Rezidans,hotel clean clean staff magnificent smile help issue ayşe lady önder bey endless thank staff,0.9432,positive,"{'positivity': 1.375, 'negativity': 0.25, 'objectivity': 11.375}",13.0
Tuna Otel Rezidans,could stay day hotel go time air condition automatically turn midnight could sleep blood sweat hope solve problem,0.25,positive,"{'positivity': 0.625, 'negativity': 0.75, 'objectivity': 14.625}",1.0
Tuna Otel Rezidans,stay tuna hotel july long stay muğla hotel impeccable room nice clean well decorate enough space belong clean crew hotel staff amaze attentive kind excellent hotel great customer service definitely stay muğla,0.9792,positive,"{'positivity': 1.875, 'negativity': 1.25, 'objectivity': 26.875}",17.0
Tuna Otel Rezidans,new one best hotel muğla province room quite wide new equipment component room new nothing happen disturb relax peacefull atmosphere suitable family think good price benefit ratio,0.8736,positive,"{'positivity': 2.75, 'negativity': 1.5, 'objectivity': 20.75}",8.0
Tuna Otel Rezidans,room air condition function luckily weather hot price cheap walk room rate turkish,0.5106,positive,"{'positivity': 0.5, 'negativity': 0.25, 'objectivity': 12.25}",3.0
Tuna Otel Rezidans,stay night july night air condition break sleep room like bath technical team wait morning operation reply nothing loud halay music play front hotel property give warn recommend,0.7184,positive,"{'positivity': 0.75, 'negativity': 1.0, 'objectivity': 25.25}",2.0
Tuna Otel Rezidans,chose hotel stay holiday room nice clean spacious furnish new breakfast sufficient hotel satisfy recommend,0.9136,positive,"{'positivity': 1.0, 'negativity': 0.875, 'objectivity': 13.125}",8.0
Anayurt Oteli Akyaka,chose sleep night say sleep center may location center pay deposit night week tire exposed young friend meet bag hand say could take room without say hello properly without take remain fee without say hello expose young friend say could take room without take remain fee attitude teach certain attitude react lady thought owner business say toilet bowl clean tiny room bathroom incredibly dirty garbage behind refrigerator garbage behind refrigerator tire tired strength look new place force stay hat moment research find clean decent place click price,0.9178,positive,"{'positivity': 4.5, 'negativity': 2.25, 'objectivity': 74.25}",0.0
Anayurt Oteli Akyaka,location terrible term clean hygiene glass window room clean think air condition dusty dirty turn dust pour directly onto bed dust pour directly onto bed edge bed filth bottom bed filth pillow smelly sleep put tshirts toilet bowl dirty foot towel foot towel leave hotel keep comment leave hotel disappointed vacation long never stay dirty place,-0.872,negative,"{'positivity': 1.0, 'negativity': 6.625, 'objectivity': 45.375}",-13.0
Anayurt Oteli Akyaka,room stay small towel room put sink not wash face not wash face service extremely small,0.0,neutral,"{'positivity': 0.625, 'negativity': 1.25, 'objectivity': 14.125}",0.0
Anayurt Oteli Akyaka,liked price performance make holiday comfortable stay center thing,0.8316,positive,"{'positivity': 0.75, 'negativity': 0.75, 'objectivity': 7.5}",4.0
Anayurt Oteli Akyaka,location super stay person good thank özgür air condition room good,0.9042,positive,"{'positivity': 1.0, 'negativity': 0.0, 'objectivity': 9.0}",11.0
Anayurt Oteli Akyaka,love soytas,0.6369,positive,"{'positivity': 0.625, 'negativity': 0.0, 'objectivity': 0.375}",3.0
Anayurt Oteli Akyaka,chose night stay think would sleep would convenient location center may good pay deposit night week advance subject young friend welcome tired bag hand say could take room without even say hello without pay remain fee attitude obviously teach react lady thought owner business say leave even toilet bowl not clean tiny room anyway bathroom incredibly dirty trash behind refrigerator stay tire not strength look new place hat every moment little research find much clean neat place price click away,0.2647,positive,"{'positivity': 5.0, 'negativity': 4.0, 'objectivity': 66.0}",5.0
Anayurt Oteli Akyaka,although good term location terrible state term cleanliness hygiene think window room clean air condition dusty dirty turn dust spill directly onto bed bottom edge bed filthy pillow smell put tshirts go bed toilet dirty foot towel leave hotel disappointment despite good review holiday long never stay dirty place,-0.8425,negative,"{'positivity': 2.5, 'negativity': 6.625, 'objectivity': 36.875}",-6.0
Anayurt Oteli Akyaka,room stay small towel room put sink can not wash face small service pattern anyway,0.0,neutral,"{'positivity': 0.0, 'negativity': 0.625, 'objectivity': 14.375}",0.0
Anayurt Oteli Akyaka,like much term price performance make holiday comfortable remain center everything,0.8176,positive,"{'positivity': 0.875, 'negativity': 0.875, 'objectivity': 8.25}",4.0
MSKÜ Akyaka Uygulama Oteli,akyaka nice clean hotel accommodation chance see room chance see room cleanliness nice bed breakfast service location akyaka beach away park lot possibility parking room consist simple bed bathroom area end season person bed breakfast fee public employee additional discount may question,0.8834,positive,"{'positivity': 2.0, 'negativity': 0.25, 'objectivity': 37.75}",12.0
MSKÜ Akyaka Uygulama Oteli,first go akyaka stay two people night pay fee room clean room big bed terribly uncomfortable bed terribly uncomfortable extremely noisy tried sleep without turn leave right vain could sleep night light outside out door come window light bright night long light extremely uncomfortable breakfast good bed could rest light could rest light would recommend,-0.8308,negative,"{'positivity': 3.375, 'negativity': 4.0, 'objectivity': 41.625}",-6.0
MSKÜ Akyaka Uygulama Oteli,price expensive application hotel pool plan hotel build would place worthy quality akyaka entrance steep ramp night across wild animal warn breakfast green cheese olive olive fry food sweet bagel type one click standard room clean stay day entrance ask extra clean clean staff ask extra cleaning leave clean employee student would expect place make educational purpose bathroom narrow garden small many cat place animal feed jump people number develop institution staff increase unit control discount price restaurant menu sure discount price soup cacık piece chicken public institution place may prefer current price fix menu even party satisfy,0.9741,positive,"{'positivity': 3.75, 'negativity': 3.125, 'objectivity': 87.125}",12.0
MSKÜ Akyaka Uygulama Oteli,drive beach air condition room spacious bed terrible stayed different room two bad breakfast buffet bad breakfast buffet average quality refrigerator provide work room call reception turn fridge upside suggest keep solution really work,-0.8316,negative,"{'positivity': 2.125, 'negativity': 2.375, 'objectivity': 29.5}",-5.0
MSKÜ Akyaka Uygulama Oteli,price performance expectation ask room sea view top floor hotel breakfast sufficient gluten free lentil bread suitable diet clean quality beautiful hotel,0.8934,positive,"{'positivity': 1.5, 'negativity': 0.875, 'objectivity': 19.625}",12.0
MSKÜ Akyaka Uygulama Oteli,nice clean hotel akyaka not stay chance see room clean provide bed breakfast service location one farthest place beach akyaka park facility room simple consist bed bathroom area end season room breakfast fee people additional discount may available public employee,0.755,positive,"{'positivity': 0.875, 'negativity': 0.625, 'objectivity': 36.5}",9.0
MSKÜ Akyaka Uygulama Oteli,go akyaka first time stay one night two people pay room clean large bed terribly uncomfortable make excessive noise try sleep without turn leave right vain could not sleep night since outer door glass light come outside bright daytime throughout night light bother lot breakfast nice could not rest bed light would not choose would not recommend,-0.6555,negative,"{'positivity': 1.0, 'negativity': 4.75, 'objectivity': 44.25}",-1.0
MSKÜ Akyaka Uygulama Oteli,slightly expensive hotel among practice hotel pool plan build would place worthy quality akyaka entrance steep ramp encounter wild animal night warn breakfast include green cheese olive fry food dessert bagel one tick standard room clean stay day check ask extra clean clean staff otherwise clean leave expect employee student place build educational purpose bathroom narrow small many cat garden animal fed place jump people develop institution number personnel increase unit control make sure discount restaurant menu price soup cacık piece chicken not public institution even fix menu current price may better choice party satisfy,0.9738,positive,"{'positivity': 3.625, 'negativity': 4.125, 'objectivity': 83.25}",12.0
MSKÜ Akyaka Uygulama Oteli,away beach car air condition good room large bed terrible stayed different room bad breakfast open buffet average quality procure refrigerator second hand one room work call reception suggest turn cabinet upside keep way solution really work,0.2023,positive,"{'positivity': 3.375, 'negativity': 1.5, 'objectivity': 32.125}",0.0
MSKÜ Akyaka Uygulama Oteli,hotel expectation term price performance ask sea view room upper floor breakfast quite sufficient suitable diet gluten free lentil bread nice clean high quality hotel,0.8316,positive,"{'positivity': 1.25, 'negativity': 1.5, 'objectivity': 22.25}",10.0
NİL HOTEL,make reservation advance send money morning day go vacation entrance call morning customer call wait open phone say would give renovation room say would give renovation room force give another room give another room room damp hair hair hair clean inside bathroom clean bathroom refrigerator room full odor room full odor smile employee laugh officially fought tell return money tell return money give money come hotel would never recommend definitely victim,0.7681,positive,"{'positivity': 1.125, 'negativity': 1.0, 'objectivity': 65.875}",6.0
NİL HOTEL,breakfast cleanliness room everything good look comment doubt arrive hotel realize come across wrong family business thank everything hope see next time,0.4019,positive,"{'positivity': 1.625, 'negativity': 0.875, 'objectivity': 17.5}",4.0
NİL HOTEL,room reserve smell toilet unstoppable next room smell dampness moisture cigarette smell build furnish catering room pay daily fee without hotel go hotel encounter situation go hotel state want leave hotel due health problem gentleman reception never understood manager without call force stay hotel night demand payment night demand payment morning say would give cash morning say would make breakfast well eliminate victimization breakfast poor quality never able see friendly employee could see friendly employee pass officially pass fool photo recommend,-0.9409,negative,"{'positivity': 5.25, 'negativity': 3.625, 'objectivity': 67.125}",-2.0
NİL HOTEL,price suitable region hotel service shadow interest location entrance akyaka park problem reach azmak bazaar foot closet room clean okay unfortunately hot water late unfortunately balcony room think stuffy sea room problem dry belong see breakfast image unfortunately could least one water room,-0.5994,negative,"{'positivity': 0.625, 'negativity': 4.25, 'objectivity': 35.125}",2.0
NİL HOTEL,definitely recommend go night room dirty hair sink hair sink hair place stain sheet go night say could ask clean next day nothing change carpet place dust shampoo towel nothing say please clean say floor dirty say make face tall boy reception come stay shock ask clean exit clean yesterday say able stay comfort take pillowcase never choose hygiene location beautiful view beautiful interest zero,0.958,positive,"{'positivity': 5.75, 'negativity': 5.0, 'objectivity': 53.25}",14.0
NİL HOTEL,stayed week like ambiance lobby receptionist friendly helpful lucky pool summer cook make food nice enjoyable surprise actually customise recipe food menu taste,0.9531,positive,"{'positivity': 3.0, 'negativity': 0.5, 'objectivity': 19.5}",12.0
NİL HOTEL,good family nice people good treatment back,0.8225,positive,"{'positivity': 1.0, 'negativity': 0.5, 'objectivity': 5.5}",9.0
NİL HOTEL,amazing hotel quiet relax friendly staff room clean beautiful view room kettle fridge also give lift marmaris day beautiful hotel back,0.9657,positive,"{'positivity': 1.625, 'negativity': 0.375, 'objectivity': 18.0}",14.0
NİL HOTEL,bad treatment unmotivated staff dirty room dirty bathroom toilet,-0.8934,negative,"{'positivity': 0.0, 'negativity': 2.875, 'objectivity': 6.125}",-9.0
NİL HOTEL,first make reservation advance send money day go holiday tell check would morning tell customer wait call say room renovate would give force give another room room damp hairy clean inside bathroom refrigerator room smelly employee friendly literally fought tell refund money give money hotel never recommend definitely suffer,0.6987,positive,"{'positivity': 1.125, 'negativity': 1.875, 'objectivity': 44.0}",4.0
Server Apart Hotel,stayed october october clean regular apart apart apart operator mehmet bey helpful apart build region accordance characteristic region beautiful structure pool facility available location migros market across side car park suitable place walk distance beach hot water clean kitchen facility balcony room locate main street noise crowd double bed accommodation room available accommodation akyaka region may choice accommodation price affordable remote place neglect clean accommodation tent accommodation go different aparts,0.8957,positive,"{'positivity': 7.0, 'negativity': 0.5, 'objectivity': 58.5}",13.0
Server Apart Hotel,write still stay day hotel stay day extend hotel location central location meet need market patisserie atm cafe restaurant within walk distance pool clean useful enough size room clean kitchen kind material available owner azmak river beach walk distance car distance parking shortage bed comfortable air condition closet stove shower work smoothly stay numbered room face center pool side child sound preferred place shape preference accord price say price one appropriate one akyakan thank,0.9451,positive,"{'positivity': 2.375, 'negativity': 1.25, 'objectivity': 68.375}",13.0
Server Apart Hotel,server apart clean room need room towel tea kettle electric cooker garbage bag soap dishwashing detergent important place room stay room stayed bathroom look place go bathroom clean affordable location center food market need wise choice pool clean witness night pool maintenance talk owner gentleman eye hearted full gentleman understand talk gentleman thank owner friendly character business owner win satisfy recommended environment anyone search place definitely recommend,0.9826,positive,"{'positivity': 3.875, 'negativity': 0.75, 'objectivity': 60.375}",21.0
Server Apart Hotel,last day holiday day leave satisfy thank owner hotel mehmet smile face helpfulness hotel location street balcony sea look like sea park space problem front hotel available pool clean enough clean inside house clean kitchen glass like new sparkle hot water without problem air condition work actively refrigerator cool cabinet hanger would like would like course prefer hotel,0.9826,positive,"{'positivity': 3.875, 'negativity': 1.625, 'objectivity': 48.5}",17.0
Server Apart Hotel,location beautiful migros right next business owner interested helpful room clean luckily child constantly jump pool without stop pool constantly expose splashing water sit uncomfortable sun lounger expose splashing water sit sun lounger future people think school open luckily child unknown operator may warn child operator may warn family indifference family factor location block block look pool side block look road side want pool consider ground floor take child voice basis say love view prefer floor result nice clean family business nice place everything,0.9577,positive,"{'positivity': 4.5, 'negativity': 3.125, 'objectivity': 73.375}",13.0
Server Apart Hotel,room exceptionally clean stay main building swim pool behind building barbecue option available guest pool open common use stayed facility night visit change dirty wash facility nice polite people go akyaka definitely meet people run facility,0.6801,positive,"{'positivity': 1.375, 'negativity': 1.0, 'objectivity': 32.625}",5.0
Server Apart Hotel,recommendable use stay server apart every time visit akyaka clean comfortable room perfectly locate next supermarket restaurant park zone achieve sea foot nice friendly staff member enjoy stay server apart always leave satisfied peaceful special thank mehmet bey kind great human way thank everything see hopefully soon,0.9913,positive,"{'positivity': 3.625, 'negativity': 1.25, 'objectivity': 38.125}",28.0
Server Apart Hotel,nice pool flexible price,0.5719,positive,"{'positivity': 0.375, 'negativity': 0.0, 'objectivity': 3.625}",3.0
Server Apart Hotel,poor room service rude staff,-0.7269,negative,"{'positivity': 0.0, 'negativity': 0.625, 'objectivity': 4.375}",-4.0
Server Apart Hotel,stayed october clean organize apartment area apartment manager mehmet helpful apartment build beautiful structure suit characteristic region pool facility term location next opposite migros market suitable place car park approximately minute walk beach hot water clean kitchen room balcony even though locate main street noise crowd variety accommodation room available include double single bed may first choice accommodation akyaka region affordable remote place neglect clean stay stay tent go different apartment,0.8957,positive,"{'positivity': 3.625, 'negativity': 0.375, 'objectivity': 64.0}",13.0
Menteşede Oteller | Karya Apart Otel,problem except room clean staff friendly location hotel good place hinge price performance,0.7269,positive,"{'positivity': 0.75, 'negativity': 0.625, 'objectivity': 11.625}",5.0
Menteşede Oteller | Karya Apart Otel,room clean place beautiful employee satisfaction forefront stay overnight friendly staff close want stay center muğla location beautiful endless thank wish plenty earnings,0.9686,positive,"{'positivity': 2.25, 'negativity': 1.0, 'objectivity': 18.75}",15.0
Menteşede Oteller | Karya Apart Otel,room clean nice central place stay day find nice satisfied staff friend,0.9231,positive,"{'positivity': 1.25, 'negativity': 0.0, 'objectivity': 10.75}",11.0
Menteşede Oteller | Karya Apart Otel,want stay night late vehicle leave december say clean trust comment go towel clean blanket sheet pillow smell terrible pay receptionist send gentleman check whether room clean collect disorganization rest marmaris akyaka stay suite room marmaris akyaka basement mention fact want filthy place bad experience life often stay apartment around kayra apart thank kayra apart definitely recommend price performance complain ministry tourism way say could see name guest list last see mehmet abak give date advice accept wrong apologize improve,0.8957,positive,"{'positivity': 2.375, 'negativity': 5.125, 'objectivity': 62.5}",1.0
Menteşede Oteller | Karya Apart Otel,stay arastada historical storey place day stay day ask change sheet thank friend work room make room spotlessly clean day around pension towel toilet paper shampoo complete daily sound road floor locate disturb sound come road,0.6908,positive,"{'positivity': 1.125, 'negativity': 0.375, 'objectivity': 33.5}",3.0
Menteşede Oteller | Karya Apart Otel,sample inside dirty someone talk outside listen everything bad choice,-0.7506,negative,"{'positivity': 0.0, 'negativity': 1.75, 'objectivity': 7.25}",-5.0
Menteşede Oteller | Karya Apart Otel,good room service,0.4404,positive,"{'positivity': 0.5, 'negativity': 0.0, 'objectivity': 2.5}",3.0
Menteşede Oteller | Karya Apart Otel,perfect,0.5719,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 1.0}",3.0
Menteşede Oteller | Karya Apart Otel,problem room clean staff friendly location hotel nice price performance good place,0.836,positive,"{'positivity': 0.75, 'negativity': 0.625, 'objectivity': 10.625}",8.0
